606992.500,750000.062,195880.141,-507998.500,312727.844,-750000.125,63265.543,-750000.125,-1.000
451623.188,750000.062,87988.180,-750000.125,656751.688,-598281.375,750000.062,-750000.125,-1.000
499968.938,722199.938,350124.094,-699060.438,659179.812,188591.422,750000.062,-750000.125,-1.000
526138.375,604585.938,339177.625,144848.609,659152.375,703911.438,750000.062,-750000.125,-1.000
545623.812,627113.812,565280.000,750000.062,542414.375,750000.062,750000.062,-167909.531,-1.000
562428.375,750000.062,669403.938,723526.562,120183.281,750000.062,750000.062,309011.281,-1.000
512289.125,750000.062,750000.062,603149.188,100816.742,750000.062,750000.062,569152.250,-1.000
685083.750,750000.062,750000.062,603447.438,-462843.312,750000.062,750000.062,666832.875,-1.000
750000.062,750000.062,750000.062,701562.750,-750000.125,750000.062,750000.062,642772.438,-1.000
750000.062,750000.062,750000.062,750000.062,-750000.125,666709.625,750000.062,557343.812,-1.000
750000.062,750000.062,750000.062,750000.062,-626101.875,537026.688,744066.625,476881.719,-1.000
750000.062,688078.438,750000.062,750000.062,-425542.812,449116.938,605286.625,415654.406,-1.000
668708.000,568779.125,750000.062,750000.062,-295602.625,385662.469,507612.000,368646.812,-1.000
561706.000,480926.781,750000.062,750000.062,-206014.078,336678.094,434526.531,330640.531,-1.000
478648.156,412022.344,750000.062,750000.062,-143415.062,296390.500,376287.156,297009.906,-1.000
411347.031,355297.344,750000.062,750000.062,-99012.422,262631.031,327911.906,266178.000,-1.000
357052.500,309826.219,750000.062,750000.062,-66524.695,234199.438,288043.625,239219.469,-1.000
326894.469,285167.688,750000.062,750000.062,-43601.551,219177.281,266427.344,226009.859,-1.000
314951.031,275984.500,750000.062,750000.062,-26285.117,215410.125,259123.344,224261.672,-1.000
305399.844,268515.812,750000.062,750000.062,-11321.785,212583.781,253392.438,222969.656,-1.000
296574.500,261296.203,750000.062,750000.062,1212.537,209486.281,247660.641,220648.750,-1.000
288433.719,254634.750,750000.062,750000.062,11854.024,206243.047,242116.156,217969.938,-1.000
280968.781,248601.562,750000.062,750000.062,21473.232,203106.906,237089.531,215761.047,-1.000
274116.719,243157.750,750000.062,750000.062,30509.686,200380.531,232594.406,214004.281,-1.000
267768.188,238058.516,750000.062,750000.062,38702.941,197803.031,228386.922,212140.500,-1.000
261788.828,233057.891,750000.062,750000.062,45522.906,195076.828,224119.438,209623.250,-1.000
256210.375,228297.688,750000.062,750000.062,51260.242,192293.672,219959.328,206932.281,-1.000
251059.094,223994.266,750000.062,750000.062,56612.590,189714.375,216215.234,204743.234,-1.000
246305.422,220143.234,750000.062,750000.062,61874.371,187457.922,212925.328,203054.344,-1.000
241852.234,216515.906,750000.062,750000.062,66766.992,185361.500,209843.469,201351.312,-1.000
237621.312,212887.766,750000.062,750000.062,70763.031,183157.172,206661.641,199109.531,-1.000
233650.219,209412.078,750000.062,750000.062,74059.648,180914.219,203538.484,196742.125,-1.000
229957.703,206291.141,750000.062,750000.062,77267.656,178871.453,200750.234,194892.203,-1.000
